STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,COMMENT_OBS,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,0.73,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,9552900000.0,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,0.46,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,16207000000.0,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,0.3,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,2964500000.0,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,2.5,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,200900000.0,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,2.62,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC,Domestic currency,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,43734010000.0,IMF_ET,Environmental Taxes,0,Units,CUR,Currency,602,CCYY,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,IMF_ET_ECGTE,Environmental Taxes,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_GDP,Percentage of GDP,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1995,2.74,IMF_ET,Environmental Taxes,0,Units,RATIO,Ratio,602,CCYY,,A,Normal value,PU,Public
